Rg,Spieler,Land,Pos,Verein,Alt,Geboren,90,Ver,Live,Tot,FS,SP,Pressen,W,Fla,EB,Innen,AuÃŸen,Ger.,Boden,Tief,Hoch,Links,Rechts,Kopf,EW,Andere,Vol,Aus,AuÃŸerhalb,Abg,Blocks,Spiele
272,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,25,1994,25.0,53.6,42.4,11.2,0.64,0.12,8.00,1.36,2.88,0.12,0.04,0.08,0.00,27.8,9.52,16.2,30.7,8.80,2.04,10.4,0.40,39.0,0.24,1.20,1.48,2.52,Spiele
273,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,31,1988,27.3,26.0,25.0,1.03,0.15,0.15,5.53,0.55,0.81,0.00,0.00,0.00,0.00,18.3,4.58,3.15,3.04,20.4,1.10,0.00,0.33,19.9,0.11,0.29,1.39,1.17,Spiele
274,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,24,1996,33.3,57.2,54.5,2.76,2.28,0.00,4.83,2.16,0.03,0.00,0.00,0.00,0.00,44.0,4.02,9.25,5.74,47.4,2.49,0.48,0.24,49.1,0.06,0.87,0.63,0.63,Spiele
275,Dimitris Limnios\Dimitris-Limnios,gr GRE,MFFW,Köln,22,1998,4.2,31.2,29.5,1.67,0.48,0.00,6.67,0.95,2.14,0.48,0.48,0.00,0.00,20.5,5.48,5.24,1.90,26.9,0.95,0.71,0.24,19.8,0.24,0.95,1.67,3.33,Spiele
276,Niklas Lomb\Niklas-Lomb,de GER,TW,Leverkusen,27,1993,1.5,40.0,32.7,7.33,2.67,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,27.3,1.33,11.3,2.67,28.0,0.00,0.00,9.33,32.0,0.00,0.00,0.00,0.00,Spiele
277,Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,23,1997,0.9,76.7,71.1,5.56,1.11,0.00,8.89,1.11,3.33,0.00,0.00,0.00,0.00,48.9,8.89,18.9,5.56,61.1,5.56,4.44,0.00,57.8,1.11,1.11,2.22,2.22,Spiele
278,Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,21,1999,0.4,32.5,32.5,0.00,0.00,0.00,17.5,0.00,0.00,0.00,0.00,0.00,0.00,12.5,12.5,7.50,5.00,17.5,5.00,0.00,0.00,17.5,0.00,2.50,2.50,0.00,Spiele
279,Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,23,1997,17.8,41.3,30.8,10.6,0.96,0.00,6.40,0.73,0.56,0.00,0.00,0.00,0.00,20.0,8.65,12.7,25.6,3.43,1.74,9.61,0.00,28.1,0.06,0.96,1.07,2.02,Spiele
280,Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,20,2000,5.8,50.7,39.3,11.4,0.69,0.34,7.24,0.00,1.21,0.00,0.00,0.00,0.00,26.2,14.1,10.3,3.45,34.0,1.72,10.7,0.00,37.9,0.34,0.86,1.21,3.10,Spiele
281,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,22,1997,20.6,25.9,24.9,1.02,0.39,0.00,5.97,1.07,1.26,0.10,0.00,0.05,0.05,18.0,3.59,4.32,17.5,5.78,0.83,0.29,0.39,19.4,0.05,0.58,1.12,0.87,Spiele
282,Andreas Luthe\Andreas-Luthe,de GER,TW,Union Berlin,33,1987,30.8,36.9,27.1,9.84,2.79,0.00,2.31,0.39,0.00,0.00,0.00,0.00,0.00,19.0,1.20,16.8,3.73,28.0,0.00,0.03,3.44,26.5,0.03,0.78,0.29,0.06,Spiele
283,Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,19,2001,0.1,30.0,30.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,10.0,0.00,0.00,30.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,10.0,Spiele
284,Luca Mack\Luca-Mack,de GER,MF,Stuttgart,20,2000,0.1,30.0,30.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,20.0,0.00,30.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Spiele
285,Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,18,2002,0.1,20.0,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Spiele
286,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,21,1999,0.3,70.0,70.0,0.00,0.00,3.33,10.0,3.33,0.00,0.00,0.00,0.00,0.00,50.0,6.67,13.3,10.0,60.0,0.00,0.00,0.00,66.7,0.00,0.00,0.00,0.00,Spiele
287,Arne Maier\Arne-Maier,de GER,MF,Arminia,21,1999,11.5,36.4,33.1,3.30,1.74,0.09,6.52,0.96,0.87,1.39,0.61,0.26,0.09,23.0,4.61,8.87,4.00,29.3,2.52,0.09,0.17,26.6,0.09,0.35,1.48,1.13,Spiele
288,Yunus Mall?\Yunus-Malli,tr TUR,MF,Wolfsburg,28,1992,0.6,21.7,20.0,1.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,16.7,3.33,1.67,1.67,20.0,0.00,0.00,0.00,18.3,0.00,0.00,0.00,0.00,Spiele
289,Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,22,1998,23.4,44.4,43.8,0.68,0.51,0.13,6.67,0.38,0.43,0.04,0.00,0.04,0.00,37.4,3.29,3.72,5.64,37.2,1.15,0.13,0.04,37.6,0.04,0.38,1.24,0.81,Spiele
290,Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,21,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Spiele
291,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,23,1997,2.9,58.3,43.4,14.8,0.69,0.00,5.17,1.03,4.48,1.03,0.00,0.69,0.00,25.5,15.5,17.2,42.4,2.07,0.69,13.1,0.00,42.1,0.00,1.03,1.03,2.76,Spiele
292,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,31,1988,5.2,75.0,73.5,1.54,1.15,0.00,7.50,0.77,0.19,0.00,0.00,0.00,0.00,61.0,5.00,9.04,14.0,54.4,3.65,0.38,0.38,67.7,0.19,0.96,0.58,0.00,Spiele
293,Josep Martinez\Josep-Martinez,es ESP,TW,RB Leipzig,22,1998,1.0,49.0,43.0,6.00,1.00,0.00,9.00,3.00,0.00,0.00,0.00,0.00,0.00,35.0,4.00,10.0,8.00,36.0,0.00,0.00,5.00,37.0,0.00,5.00,0.00,0.00,Spiele
294,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,27,1993,19.6,45.1,42.8,2.24,1.73,0.20,7.76,1.73,0.26,0.51,0.20,0.26,0.05,30.2,5.56,9.34,8.37,33.5,2.04,0.00,0.10,37.0,0.26,0.56,0.46,0.87,Spiele
295,Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,19,2000,8.4,35.6,29.6,5.95,0.36,0.00,7.26,0.48,0.83,0.00,0.00,0.00,0.00,23.1,7.74,4.76,5.60,22.4,1.31,5.48,0.12,26.9,0.24,0.36,0.83,2.98,Spiele
296,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,23,1997,11.1,22.7,20.2,2.52,0.00,0.09,5.86,0.18,0.36,0.09,0.09,0.00,0.00,15.1,4.68,2.88,4.14,14.1,1.89,0.00,0.72,16.4,0.09,0.27,0.09,1.17,Spiele
297,Rabbi Matondo\Rabbi-Matondo,wls WAL,FWMF,Schalke 04,19,2000,2.4,16.7,16.7,0.00,0.00,0.00,5.42,0.83,0.42,0.00,0.00,0.00,0.00,12.9,2.50,1.25,3.75,11.7,0.83,0.00,0.00,14.2,0.00,0.00,0.00,1.67,Spiele
298,Henning Matriciani\Henning-Matriciani,de GER,DF,Schalke 04,20,2000,0.3,16.7,16.7,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,10.0,3.33,3.33,0.00,16.7,0.00,0.00,0.00,10.0,0.00,3.33,3.33,0.00,Spiele
299,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,22,1997,16.3,65.0,56.4,8.53,2.15,0.00,7.06,3.74,0.31,0.06,0.00,0.00,0.00,39.9,9.75,15.3,9.08,44.7,3.07,6.32,0.43,51.8,0.18,0.86,2.64,1.35,Spiele
300,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,31,1989,9.1,24.2,23.7,0.44,0.00,0.11,7.69,0.00,0.11,0.00,0.00,0.00,0.00,18.4,4.62,1.21,4.07,17.3,0.99,0.11,0.77,19.6,0.11,0.00,1.10,0.66,Spiele
301,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,25,1995,18.2,56.5,46.3,10.3,0.22,0.00,6.81,1.37,3.02,0.00,0.00,0.00,0.00,29.0,12.5,15.1,6.54,36.1,2.58,10.1,0.00,39.5,0.27,1.48,2.20,3.41,Spiele
302,Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,20,2000,12.9,28.2,26.1,2.09,0.08,0.00,6.90,0.78,1.09,0.00,0.00,0.00,0.00,16.5,5.50,6.20,3.02,19.8,1.32,2.02,0.23,19.9,0.08,1.32,0.47,1.01,Spiele
303,Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,22,1997,7.1,44.5,31.3,13.2,0.85,0.00,6.20,0.56,0.85,0.00,0.00,0.00,0.00,20.7,9.15,14.6,5.63,24.4,1.97,12.4,0.14,29.6,0.14,1.27,0.99,1.55,Spiele
304,Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,24,1996,0.1,30.0,30.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,10.0,20.0,0.00,0.00,0.00,20.0,0.00,10.0,0.00,0.00,Spiele
305,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,29,1991,9.1,48.6,46.0,2.53,0.55,0.22,7.58,1.32,2.20,0.77,0.22,0.11,0.00,35.5,7.80,5.27,6.37,38.8,1.65,0.44,0.88,38.1,0.11,0.55,1.54,2.09,Spiele
306,Hamza Mendyl\Hamza-Mendyl,ma MAR,FWDF,Schalke 04,22,1997,1.1,26.4,24.5,1.82,0.91,0.00,6.36,0.00,1.82,0.00,0.00,0.00,0.00,21.8,0.91,3.64,18.2,4.55,0.91,0.91,0.00,20.9,0.00,0.00,0.00,1.82,Spiele
307,Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,19,2000,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Spiele
308,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,23,1997,14.4,47.2,45.6,1.60,0.97,0.00,4.65,1.67,0.00,0.00,0.00,0.00,0.00,36.9,2.78,7.50,10.1,33.3,2.71,0.07,0.28,41.9,0.07,0.69,0.56,0.14,Spiele
309,Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,28,1991,16.4,76.4,67.7,8.72,0.43,0.30,9.15,1.52,2.99,0.00,0.00,0.00,0.00,50.4,12.4,13.6,4.82,59.0,3.29,8.29,0.18,62.4,0.12,0.61,1.46,2.38,Spiele
310,Max Meyer\Max-Meyer,de GER,MF,Köln,24,1995,3.9,66.7,64.1,2.56,1.54,0.00,8.97,1.79,1.28,0.26,0.26,0.00,0.00,51.0,7.44,8.21,15.9,48.7,1.79,0.00,0.00,55.4,0.00,1.03,1.54,1.03,Spiele
311,Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,18,2002,0.2,20.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,20.0,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Spiele
312,Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,19,2001,0.4,37.5,35.0,2.50,2.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,5.00,2.50,7.50,25.0,0.00,0.00,2.50,27.5,0.00,2.50,5.00,2.50,Spiele
313,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,23,1997,20.0,56.3,46.2,10.1,1.30,0.05,7.60,2.05,2.45,0.05,0.00,0.00,0.05,29.9,13.0,13.4,36.5,8.30,1.95,8.75,0.10,42.1,0.25,1.10,1.30,2.30,Spiele
314,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,32,1988,2.5,19.2,18.0,1.20,0.00,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,8.40,5.60,5.20,1.60,10.8,1.60,0.00,0.40,11.2,0.00,0.00,0.40,0.80,Spiele
315,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,27,1993,17.3,57.0,52.9,4.10,3.29,0.17,6.76,1.73,0.87,0.64,0.06,0.29,0.06,42.2,6.59,8.21,2.77,50.6,2.02,0.17,0.40,48.1,0.17,0.81,1.56,1.10,Spiele
316,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,34,1985,13.6,65.1,63.2,1.99,1.99,0.00,6.62,1.69,0.07,0.00,0.00,0.00,0.00,49.5,4.34,11.3,38.4,22.6,3.24,0.00,0.37,58.6,0.00,0.44,0.37,0.51,Spiele
317,Alkhaly Momo Cissé\Alkhaly-Momo-Cisse,gn GUI,DFFW,Stuttgart,17,2002,0.4,45.0,42.5,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.5,5.00,2.50,20.0,22.5,0.00,2.50,0.00,32.5,0.00,2.50,0.00,7.50,Spiele
318,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,30,1989,3.0,48.0,46.3,1.67,1.67,0.00,12.0,0.67,0.00,0.00,0.00,0.00,0.00,25.3,9.33,13.3,5.33,35.7,5.33,0.00,0.33,32.7,0.00,0.67,1.67,3.00,Spiele
319,Mateu Morey\Mateu-Morey,es ESP,DF,Dortmund,20,2000,9.2,81.2,72.4,8.80,0.65,0.11,5.65,1.20,2.39,0.00,0.00,0.00,0.00,60.9,10.5,9.78,7.50,63.8,1.20,8.15,0.00,68.4,0.11,0.43,2.72,2.17,Spiele
320,Youssoufa Moukoko\Youssoufa-Moukoko,de GER,FWMF,Dortmund,15,2004,4.7,16.6,15.1,1.49,0.00,0.00,3.19,0.00,0.64,0.00,0.00,0.00,0.00,13.0,2.13,1.49,12.1,3.83,0.21,0.00,0.21,12.8,0.00,0.21,0.21,0.64,Spiele
321,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,22,1997,18.6,61.5,52.0,9.46,1.02,0.00,9.57,1.51,2.15,0.00,0.00,0.00,0.00,35.1,12.8,13.5,3.76,44.1,2.90,8.44,0.05,47.9,0.16,1.02,1.88,2.74,Spiele
322,Florian Müller\Florian-Muller,de GER,TW,Freiburg,22,1997,31.0,43.2,32.0,11.2,2.42,0.00,3.42,0.68,0.00,0.00,0.00,0.00,0.00,21.2,1.71,20.3,28.9,8.06,0.06,0.00,4.81,29.5,0.06,0.81,0.16,0.16,Spiele
323,Sebastian Müller\Sebastian-Muller,de GER,MFDF,Arminia,19,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Spiele
324,Thomas Müller\Thomas-Muller,de GER,MF,Bayern Munich,30,1989,29.7,51.4,48.2,3.23,0.34,0.24,9.53,1.18,3.30,0.27,0.10,0.03,0.00,32.2,10.1,9.23,8.15,37.2,2.83,1.48,0.47,38.1,0.17,0.67,1.95,2.53,Spiele
325,Petar Musa\Petar-Musa,hr CRO,FW,Union Berlin,22,1998,7.9,27.6,27.1,0.51,0.00,0.25,10.6,0.38,0.51,0.00,0.00,0.00,0.00,11.9,7.09,8.61,4.05,14.2,3.16,0.00,1.27,15.6,0.51,0.89,2.03,0.76,Spiele
326,Jamal Musiala\Jamal-Musiala,de GER,FWMF,Bayern Munich,17,2003,9.8,44.4,43.6,0.82,0.31,0.10,8.06,0.61,1.02,0.10,0.00,0.00,0.00,36.7,4.49,3.16,4.80,36.9,1.73,0.31,0.41,37.7,0.10,0.41,1.43,0.92,Spiele
327,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Schalke 04,28,1992,11.5,48.7,45.3,3.39,3.30,0.00,6.26,2.35,0.00,0.00,0.00,0.00,0.00,31.7,5.13,11.9,2.35,40.9,3.65,0.09,0.09,38.9,0.26,1.30,0.78,0.61,Spiele
328,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,26,1994,18.6,31.7,26.3,5.43,1.02,0.00,4.95,1.13,2.85,0.86,0.22,0.59,0.00,14.9,6.08,10.8,9.95,16.8,1.13,3.55,0.05,20.2,0.22,0.86,1.18,2.53,Spiele
329,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,20,1999,22.7,58.6,55.0,3.66,1.06,0.00,6.96,0.79,0.48,0.00,0.00,0.00,0.00,44.8,6.30,7.58,45.7,6.12,2.51,2.60,0.18,50.2,0.04,0.93,1.10,1.06,Spiele
330,Matija Nastasi?\Matija-Nastasic,rs SRB,DF,Schalke 04,27,1993,13.6,49.9,47.6,2.28,2.13,0.00,3.60,2.06,0.00,0.00,0.00,0.00,0.00,38.5,3.01,8.38,37.5,9.34,1.69,0.15,0.15,43.7,0.07,0.66,0.37,0.00,Spiele
331,Paul Nebel\Paul-Nebel,de GER,MFFW,Mainz 05,17,2002,0.6,46.7,45.0,1.67,0.00,0.00,8.33,5.00,0.00,0.00,0.00,0.00,0.00,38.3,5.00,3.33,1.67,45.0,0.00,0.00,0.00,36.7,0.00,1.67,1.67,1.67,Spiele
332,Luca Netz\Luca-Netz,de GER,DFMF,Hertha BSC,17,2003,3.4,49.7,41.8,7.94,0.29,0.00,5.59,0.88,2.94,0.29,0.00,0.00,0.00,29.4,11.2,9.12,35.0,5.00,0.88,7.35,0.29,38.5,0.59,1.47,0.88,1.47,Spiele
333,Manuel Neuer\Manuel-Neuer,de GER,TW,Bayern Munich,34,1986,33.0,39.9,31.9,8.03,2.33,0.03,2.24,1.61,0.00,0.00,0.00,0.00,0.00,25.3,4.03,10.6,7.45,25.4,0.45,0.06,5.79,34.5,0.09,0.61,0.36,0.09,Spiele
334,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,23,1997,29.1,60.8,58.9,1.86,1.44,0.27,11.1,2.47,0.21,0.31,0.10,0.17,0.00,47.0,6.01,7.73,9.79,49.4,0.89,0.10,0.10,50.8,0.38,0.62,1.58,1.03,Spiele
335,Jessic Ngankam\Jessic-Ngankam,de GER,FW,Hertha BSC,20,2000,3.3,16.1,14.8,1.21,0.00,0.00,5.15,0.00,0.30,0.00,0.00,0.00,0.00,12.4,1.82,1.82,1.52,13.6,0.61,0.30,0.00,12.1,0.30,0.30,0.91,0.61,Spiele
336,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,24,1996,31.8,48.1,40.6,7.42,1.42,0.09,6.51,1.16,0.85,0.00,0.00,0.00,0.00,28.4,5.82,13.9,34.8,5.19,0.94,6.01,0.03,35.6,0.06,1.01,0.88,1.51,Spiele
337,Florian Niederlechner\Florian-Niederlechner,de GER,FW,Augsburg,29,1990,19.3,16.8,15.0,1.81,0.00,0.10,4.30,0.52,0.47,0.00,0.00,0.00,0.00,9.95,4.04,2.85,2.69,10.7,1.81,0.00,0.57,11.9,0.00,0.26,0.52,0.83,Spiele
338,Joakim Nilsson\Joakim-Nilsson,se SWE,DF,Arminia,26,1994,24.0,44.1,42.4,1.71,1.50,0.00,4.71,1.50,0.08,0.00,0.00,0.00,0.00,32.3,3.29,8.54,34.2,5.08,2.63,0.21,0.13,37.2,0.13,0.83,0.42,0.50,Spiele
339,Christopher Nkunku\Christopher-Nkunku,fr FRA,FWMF,RB Leipzig,22,1997,21.0,48.1,40.9,7.29,2.33,0.29,8.19,1.67,2.33,4.19,1.71,1.67,0.38,32.5,5.86,9.81,3.19,41.5,1.24,0.76,0.24,37.5,0.29,0.71,1.33,1.29,Spiele
340,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Hoffenheim,30,1990,7.8,57.6,54.2,3.33,3.33,0.13,7.18,2.95,0.00,0.00,0.00,0.00,0.00,40.6,3.46,13.5,6.54,45.9,2.56,0.00,0.13,49.1,0.00,0.90,0.13,0.38,Spiele
341,Alexander Nübel\Alexander-Nubel,de GER,TW,Bayern Munich,23,1996,1.0,35.0,26.0,9.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,31.0,1.00,3.00,5.00,27.0,0.00,0.00,2.00,33.0,0.00,1.00,0.00,0.00,Spiele
342,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,25,1995,11.0,58.8,56.5,2.27,1.73,0.09,5.09,2.36,0.18,0.00,0.00,0.00,0.00,44.4,4.73,9.73,3.45,51.2,2.18,0.55,0.18,50.0,0.00,0.64,0.64,1.27,Spiele
343,Bastian Oczipka\Bastian-Oczipka,de GER,DF,Schalke 04,31,1989,21.4,52.7,41.7,11.0,1.31,0.05,6.21,1.17,1.87,1.17,0.47,0.61,0.09,29.5,11.8,11.4,34.2,7.85,1.54,8.50,0.14,41.4,0.14,0.70,0.75,1.73,Spiele
344,Masaya Okugawa\Masaya-Okugawa,jp JPN,MFFW,Arminia,24,1996,10.2,15.9,14.3,1.57,0.29,0.10,3.14,0.49,0.49,0.78,0.29,0.29,0.00,10.1,2.45,3.33,5.29,8.63,1.08,0.10,0.10,9.71,0.00,0.49,0.88,0.69,Spiele
345,Dani Olmo\Dani-Olmo,es ESP,MFFW,RB Leipzig,22,1998,24.4,51.7,50.5,1.15,0.49,0.29,10.9,0.90,0.94,0.25,0.12,0.00,0.04,38.2,5.61,7.91,6.19,42.2,1.31,0.33,0.70,40.2,0.33,0.82,2.70,1.72,Spiele
346,Karim Onisiwo\Karim-Onisiwo,at AUT,FW,Mainz 05,28,1992,20.5,20.6,19.1,1.56,0.00,0.00,6.63,0.39,1.80,0.05,0.00,0.05,0.00,12.2,4.29,4.10,3.17,13.5,1.02,0.15,0.54,12.9,0.10,0.73,0.83,0.93,Spiele
347,Willi Orban\Willi-Orban,hu HUN,DF,RB Leipzig,27,1992,26.3,78.2,75.8,2.40,1.83,0.04,9.35,0.91,0.15,0.00,0.00,0.00,0.00,59.9,8.14,10.2,10.0,60.8,3.92,0.57,0.53,69.1,0.11,0.87,1.18,0.61,Spiele
348,Stefan Ortega\Stefan-Ortega,de GER,TW,Arminia,27,1992,34.0,57.8,46.4,11.4,4.15,0.12,5.47,3.32,0.00,0.00,0.00,0.00,0.00,26.4,1.65,29.8,7.59,42.1,0.09,0.00,3.47,40.8,0.26,1.74,0.41,0.24,Spiele
349,Yuya Osako\Yuya-Osako,jp JPN,MFFW,Werder Bremen,30,1990,8.5,29.3,27.3,2.00,0.00,0.12,8.47,0.71,0.59,0.00,0.00,0.00,0.00,18.6,5.53,5.18,6.94,17.6,2.24,0.24,0.12,20.0,0.24,0.24,0.94,1.18,Spiele
350,Paulo Otávio\Paulo-Otavio,br BRA,DF,Wolfsburg,25,1994,19.3,51.2,42.0,9.27,0.31,0.00,5.49,1.09,2.85,0.05,0.00,0.05,0.00,27.8,12.1,11.3,35.0,4.30,2.18,8.91,0.00,38.4,0.05,0.93,1.09,1.55,Spiele
351,Reece Oxford\Reece-Oxford,eng ENG,DF,Augsburg,21,1998,15.1,43.8,42.3,1.52,0.99,0.00,6.49,1.26,0.07,0.00,0.00,0.00,0.00,33.8,3.31,6.75,2.78,37.0,1.72,0.53,0.07,37.0,0.13,0.99,0.93,0.79,Spiele
352,Salih Özcan\Salih-Ozcan,de GER,MFFW,Köln,22,1998,15.2,45.8,42.7,3.09,2.24,0.00,9.01,1.05,0.66,0.00,0.00,0.00,0.00,31.3,7.37,7.11,6.58,33.0,3.55,0.66,0.33,36.8,0.26,0.59,1.25,0.92,Spiele
353,Levin Öztunal?\Levin-Oztunali,de GER,DFFW,Mainz 05,24,1996,8.4,32.1,26.9,5.24,0.36,0.12,5.83,1.31,2.14,0.12,0.12,0.00,0.00,17.1,6.31,8.69,4.17,21.7,1.07,4.76,0.12,19.9,0.12,1.19,1.07,2.14,Spiele
354,Gonçalo Paciência\Goncalo-Paciencia,pt POR,FW,Schalke 04,25,1994,8.3,21.9,19.5,2.41,0.00,0.00,4.94,1.20,1.08,0.00,0.00,0.00,0.00,12.9,5.06,3.98,3.61,15.1,0.96,0.00,0.48,13.4,0.12,0.96,0.84,1.57,Spiele
355,Exequiel Palacios\Exequiel-Palacios,ar ARG,MF,Leverkusen,21,1998,6.4,66.9,64.8,2.03,1.25,0.00,12.2,2.03,0.16,0.00,0.00,0.00,0.00,53.8,7.50,5.63,7.34,57.0,1.09,0.78,0.47,58.0,0.31,0.63,2.34,0.94,Spiele
356,Matondo-Merveille Papela\Matondo-Merveille-Papela,de GER,DF,Mainz 05,19,2001,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Spiele
357,Felix Passlack\Felix-Passlack,de GER,DF,Dortmund,22,1998,4.0,75.8,64.8,11.0,0.75,0.00,11.8,1.00,1.75,0.00,0.00,0.00,0.00,55.0,12.3,8.50,17.0,46.5,1.75,10.3,0.25,64.0,0.00,0.50,0.50,2.50,Spiele
358,Paulinho\Paulinho,br BRA,FW,Leverkusen,20,2000,0.7,37.1,35.7,1.43,0.00,0.00,11.4,0.00,1.43,0.00,0.00,0.00,0.00,31.4,2.86,2.86,1.43,34.3,0.00,0.00,0.00,30.0,0.00,1.43,2.86,0.00,Spiele
359,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,Bayern Munich,24,1996,21.6,77.8,69.2,8.61,0.79,0.05,6.62,1.71,2.64,0.05,0.00,0.05,0.00,53.6,12.5,11.7,3.84,62.6,1.90,7.78,0.23,66.4,0.14,0.65,1.53,1.30,Spiele
360,Ji?í Pavlenka\Jiri-Pavlenka,cz CZE,TW,Werder Bremen,28,1992,34.0,33.8,21.7,12.1,3.74,0.00,2.09,1.21,0.00,0.00,0.00,0.00,0.00,16.6,1.44,15.8,3.88,23.6,0.06,0.00,4.85,24.9,0.15,0.85,0.26,0.06,Spiele
361,Vasileios Pavlidis\Vasileios-Pavlidis,gr GRE,FW,Schalke 04,17,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Spiele
362,Mads Pedersen\Mads-Pedersen,dk DEN,DF,Augsburg,23,1996,9.9,42.6,30.9,11.7,1.62,0.00,8.38,1.41,1.21,0.81,0.40,0.20,0.10,21.1,9.60,11.9,25.7,5.35,1.52,9.29,0.40,30.0,0.40,1.11,1.11,1.92,Spiele
363,Peter Pekarík\Peter-Pekarik,sk SVK,DF,Hertha BSC,33,1986,18.8,50.4,40.3,10.1,0.59,0.00,4.15,0.64,1.81,0.05,0.00,0.00,0.00,28.3,12.6,9.52,2.34,34.8,2.82,9.47,0.43,41.5,0.16,0.85,0.85,0.80,Spiele
